chunk_id,document,page,collection,characters,estimated_tokens,starts_with_word,ends_with_terminal,text
advent_cms_kamuya_acik_arastirma.pdf:p1:c1,advent_cms_kamuya_acik_arastirma.pdf,1,official,887,157,True,True,"Kamuya açık ön çalışma · Şirket içi/tasnifli veri içermez Sayfa 1 ADVENT CMS Kamuya Açık Araştırma Özeti Kürasyon tarihi: 5 Ağustos 2026 · Yalnız kamuya açık kaynaklar Kapsam ve veri sınırı Bu bilgi paketi, HAVELSAN'ın deniz savaş yönetim sistemleri alanındaki kamuya açık ürün sayfaları, haberleri ve resmî ürün broşürü temel alınarak hazırlanmış bir ön çalışmadır. HAVELSAN'a ait şirket içi, tasnifli, kişisel veya erişim yetkisi gerektiren hiçbir veri kullanılmamıştır. Buradaki ifadeler operasyonel talimat değildir; yalnızca açık kaynak araştırma ve RAG gösterimi amacı taşır. ADVENT'in amacı ve temel yaklaşımı ADVENT, HAVELSAN tarafından Ağ Destekli Veri Entegre Savaş Yönetim Sistemi olarak tanımlanır. Yeni nesil deniz harekâtında platformların tek tek optimize edilmesi yerine görev kuvvetinin birlikte çalışmasına, ağ destekli yeteneklere ve müşterek görev icrasına odaklanır."
advent_cms_kamuya_acik_arastirma.pdf:p1:c2,advent_cms_kamuya_acik_arastirma.pdf,1,official,831,136,True,True,"platformların tek tek optimize edilmesi yerine görev kuvvetinin birlikte çalışmasına, ağ destekli yeteneklere ve müşterek görev icrasına odaklanır. Sistem; sensör ve silah entegrasyonu, iz yönetimi, taktik karar desteği, silah kontrolü, ortak taktik resim, eğitim ve simülasyon gibi savaş yönetimi işlevlerini bütünleştirir. HAVELSAN'ın kamuya açık ürün sayfasına göre ADVENT; küçük botlardan komuta merkezlerine kadar farklı büyüklükteki yapılara ölçeklenebilir. Link 11, Link 16, Link 22, SIMPLE, JREAP ve VMF gibi taktik veri bağlantılarını desteklediği ve NATO standartlarıyla uyumluluk hedeflediği belirtilir. Bu özellikler, farklı platformlardan gelen taktik verilerin paylaşılması ve koordineli görev icrası için altyapı sağlar. Temel işlev grupları desteği sunar. birleştirerek tutarlı bir taktik resim oluşturmayı amaçlar."
advent_cms_kamuya_acik_arastirma.pdf:p1:c3,advent_cms_kamuya_acik_arastirma.pdf,1,official,831,129,True,False,"ve koordineli görev icrası için altyapı sağlar. Temel işlev grupları desteği sunar. birleştirerek tutarlı bir taktik resim oluşturmayı amaçlar. kimliklendirilmesi, güncellenmesi ve yaşam döngüsü yönetimini kapsar. önceliklendirilmesi ve angajman planlamasına destek sağlar. kuvveti yararına paylaşılmasını destekler. yapılabilmesine yönelik yetenekler sunar. • Komuta ve kontrol: Operatöre ortak harekât resmi, görev koordinasyonu ve karar • Sensör entegrasyonu ve veri füzyonu: Farklı sensörlerden gelen gözlemleri • İz yönetimi: İzlerin oluşturulması, ilişkilendirilmesi, sınıflandırılması, • Tehdit değerlendirme ve angajman: Tehditlerin değerlendirilmesi, • Silah ve sensör koordinasyonu: Platform yeteneklerinin ağ üzerinden görev • Eğitim ve simülasyon: Platformun asıl görevini kesintiye uğratmadan eğitim ADVENT ürün ailesi"
advent_cms_kamuya_acik_arastirma.pdf:p2:c1,advent_cms_kamuya_acik_arastirma.pdf,2,official,722,125,True,True,"Kamuya açık ön çalışma · Şirket içi/tasnifli veri içermez Sayfa 2 ADVENT KALYON, yüzey platformlarına yönelik savaş yönetim sistemi çözümüdür. ADVENT MÜREN, su altı platformları için yeni nesil komuta ve kontrol sistemi olarak sunulur. Kamuya açık broşürde hedef hareket analizi, iz ve hedef yönetimi, taktik planlama, seyrüsefer, hedef angajmanı ve farklı silahların ateşlenmesi ile güdümü gibi işlevler listelenir. ADVENT MARTI, özel görev uçakları ve helikopterler için yapılandırılmıştır. İstihbarat, keşif ve gözetleme; denizaltı ve suüstü harbi; elektronik harp; arama-kurtarma ve taktik veri bağı rölesi gibi görevleri desteklediği açıklanır. ADVENT UFUK, deniz güvenliği ve deniz durumsal farkındalığına odaklanır."
advent_cms_kamuya_acik_arastirma.pdf:p2:c2,advent_cms_kamuya_acik_arastirma.pdf,2,official,738,114,True,True,"ve taktik veri bağı rölesi gibi görevleri desteklediği açıklanır. ADVENT UFUK, deniz güvenliği ve deniz durumsal farkındalığına odaklanır. Kıyı ve deniz gözetleme radarları, seyrüsefer radarları, elektronik destek sistemleri, IFF, ADS-B ve başka komuta-kontrol sistemlerinden gelen verileri toplama, birleştirme, sınıflandırma ve kimliklendirme işlevlerini kapsar. Tanınmış Deniz Resmi üretimi ve yetkili askerî/sivil makamlarla güvenli paylaşım hedeflenir. ADVENT ROTA, insansız platformlara uyarlanmış görev yönetimi çözümüdür. Modüler arayüzlerle sensör ve silah sistemlerinin yönetilmesini; keşif, gözetleme ve devriye gibi otonom deniz güvenliği görevlerini; insanlı ve insansız sistemler arasında ağ destekli ortak görevi destekler."
advent_cms_kamuya_acik_arastirma.pdf:p2:c3,advent_cms_kamuya_acik_arastirma.pdf,2,official,857,133,True,True,"keşif, gözetleme ve devriye gibi otonom deniz güvenliği görevlerini; insanlı ve insansız sistemler arasında ağ destekli ortak görevi destekler. Açık kaynakta bildirilen kullanım ve gelişim HAVELSAN'ın 31 Ekim 2023 tarihli açıklamasında ADVENT'in sensör entegrasyonu, iz yönetimi, taktik karar desteği ve silah kontrolü sağladığı; ağ destekli yapısıyla birden çok platformun koordinasyonunu desteklediği belirtilmiştir. Platform ve ülke sayıları zamana bağlıdır; bu nedenle bu bilgi paketinde sayısal yaygınlık iddiaları tarih etiketi olmadan genellenmez. Kaynaklar 1. HAVELSAN, “ADVENT Network Supported Data Integrated Combat Management System”, erişim: 30 Temmuz 2026. https://www.havelsan.com/en/solutions/advent-combat-management-system 2. HAVELSAN, “ADVENT Combat Management System (CMS), Developed Indigenously by HAVELSAN and ARMERKOM”, 31 Ekim 2023."
advent_cms_kamuya_acik_arastirma.pdf:p2:c4,advent_cms_kamuya_acik_arastirma.pdf,2,official,367,38,True,False,"2. HAVELSAN, “ADVENT Combat Management System (CMS), Developed Indigenously by HAVELSAN and ARMERKOM”, 31 Ekim 2023. https://www.havelsan.com/en/news/advent-combat-management-sys tem-cms-developed-indigenously-havelsan-and-armerkom 3. HAVELSAN, “4th Generation Submarine CMS”, erişim: 30 Temmuz 2026. https://www.havelsan.com/en/solutions/4th-generation-submarine-cms"
advent_ai_kamuya_acik_arastirma.pdf:p1:c1,advent_ai_kamuya_acik_arastirma.pdf,1,official,714,125,True,True,"Kamuya açık ön çalışma · Şirket içi/tasnifli veri içermez Sayfa 1 ADVENT AI Kamuya Açık Araştırma Özeti Kürasyon tarihi: 5 Ağustos 2026 · Yalnız kamuya açık kaynaklar Kapsam ve veri sınırı Bu paket yalnız HAVELSAN'ın kamuya açık açıklamalarından türetilmiştir. Şirket içi eğitim verileri, mimari ayrıntılar, algoritma parametreleri, operasyonel veri veya tasnifli bilgi içermez. Açıklanan yetenekler ürün sahibinin kamuya açık beyanlarıdır; bu ön çalışma bunları bağımsız olarak doğrulanmış performans sonuçları şeklinde sunmaz. MAIN bakım ve karar destek asistanı HAVELSAN'ın 10 Ağustos 2025 tarihli açıklamasına göre kurumsal yapay zekâ platformu MAIN, ADVENT'e bakım destek asistanı olarak entegre edilmektedir."
advent_ai_kamuya_acik_arastirma.pdf:p1:c2,advent_ai_kamuya_acik_arastirma.pdf,1,official,776,120,True,True,"HAVELSAN'ın 10 Ağustos 2025 tarihli açıklamasına göre kurumsal yapay zekâ platformu MAIN, ADVENT'e bakım destek asistanı olarak entegre edilmektedir. Kamuya açıklanan kullanım alanları; bakım adımlarını belirleme ve kullanıcıyı yönlendirme, bakım talimatlarını bulma, sistem geneli soru-cevap desteği ve doğal dil etkileşimiyle operasyonel güvenlik/doğrulamaya katkıdır. Açıklamada ilk faz laboratuvar testlerinin tamamlandığı ve ikinci faz sistem entegrasyonu çalışmalarının sürdüğü belirtilmiştir. MAIN'in kapalı ağlarda veya internet üzerinden çalışabilmesi, rol tabanlı erişim kontrolü ve veri gizliliği özellikleri kamuya açık ürün anlatımının parçasıdır. Bu RAG projesi, MAIN'in kendisi değildir; yalnız kamuya açık dokümanlarla çalışan yerel bir araştırma prototipidir."
advent_ai_kamuya_acik_arastirma.pdf:p1:c3,advent_ai_kamuya_acik_arastirma.pdf,1,official,716,112,True,True,"açık ürün anlatımının parçasıdır. Bu RAG projesi, MAIN'in kendisi değildir; yalnız kamuya açık dokümanlarla çalışan yerel bir araştırma prototipidir. Kamuya açıklanan AI kullanım alanları HAVELSAN, ADVENT bağlamında tehditlerin kimliklendirilmesi ve sınıflandırılması, anomali tespiti, seyrüsefer emniyeti, durumsal farkındalık, akıllı eğitim ve simülasyon desteği gibi alanları belirtir. Büyük veri analitiği, makine öğrenmesi, görüntü tanıma ve büyük dil modelleri bu yetenekleri destekleyen teknoloji sınıfları arasında sayılır. ADVENT-AI karar destek katmanı HAVELSAN'ın 3 Mayıs 2026 tarihli açıklamasında ADVENT-AI, deniz harekâtında operatörü destekleyen yapay zekâ tabanlı bir karar katmanı olarak tanımlanır."
advent_ai_kamuya_acik_arastirma.pdf:p1:c4,advent_ai_kamuya_acik_arastirma.pdf,1,official,799,126,True,True,"3 Mayıs 2026 tarihli açıklamasında ADVENT-AI, deniz harekâtında operatörü destekleyen yapay zekâ tabanlı bir karar katmanı olarak tanımlanır. Yüksek hacimli operasyonel veriyi gerçek zamanlı analiz etme, örüntüleri tespit etme, kritik bilgiyi filtreleme, daha hızlı karar vermeyi destekleme ve operatörün bilişsel yükünü azaltma amaçları açıklanır. Kamuya açıklanan gösterim kapsamı; iz seviyesinde anomali tespiti, elektronik harp ve karıştırma koşullarında suüstü nesnelerinin gerçek zamanlı tespit ve sınıflandırılması, yapay zekâ destekli taktik resim üretimi, deniz seyrüsefer desteği, platform emniyeti, akıllı izleme, sesli asistan ve deniz topçu ateş etkinliği tahminini içerir. HAVELSAN'ın açıklamasında yapay zekânın operatörün yerini almadığı, operatörü desteklediği özellikle vurgulanır."
advent_ai_kamuya_acik_arastirma.pdf:p1:c5,advent_ai_kamuya_acik_arastirma.pdf,1,official,397,62,True,False,"ateş etkinliği tahminini içerir. HAVELSAN'ın açıklamasında yapay zekânın operatörün yerini almadığı, operatörü desteklediği özellikle vurgulanır. Güvenli entegrasyon için ön çalışma ilkeleri Bu projede yapay zekâ üretimi yalnız önceden hazırlanmış kamuya açık bilgi tabanından getirilen kanıta dayanmalıdır. Cevapta belge ve sayfa gösterilmeli; kanıt yetersizse sistem cevap üretmek yerine güvenli"
advent_ai_kamuya_acik_arastirma.pdf:p2:c1,advent_ai_kamuya_acik_arastirma.pdf,2,official,913,129,True,False,"Kamuya açık ön çalışma · Şirket içi/tasnifli veri içermez Sayfa 2 ret vermelidir. Modelin serbest internet araştırması yapması, kullanıcı sorusunu dış servise göndermesi veya kaynakta olmayan operasyonel öneri üretmesi kapsam dışıdır. İnsan denetimi korunmalıdır. Özellikle savunma alanında yapay zekâ çıktısı operasyonel emir, hedef seçimi veya otonom angajman kararı olarak ele alınmamalıdır. Bu prototip doküman keşfi ve araştırma sunumu içindir. Kaynaklar 1. HAVELSAN, “HAVELSAN Integrates National Artificial Intelligence into ADVENT Combat Management System”, 10 Ağustos 2025. https://www.havelsan.com/en/news/havelsan-integrates-natio nal-artificial-intelligence-advent-combat-management-system 2. HAVELSAN, “HAVELSAN to Showcase ADVENT-AI and BARKAN 3 for the First Time at SAHA EXPO 2026”, 3 Mayıs 2026. https://www.havels an.com/en/news/havelsan-showcase-advent-ai-and-barkan-3-first-time-saha-expo-2026"
deniz_c2_veri_ai_yonetisim_arastirma.pdf:p1:c1,deniz_c2_veri_ai_yonetisim_arastirma.pdf,1,open_source,754,135,True,True,"Kamuya açık ön çalışma · Şirket içi/tasnifli veri içermez Sayfa 1 Deniz C2, Veri ve Sorumlu AI Açık Kaynak Özeti Kürasyon tarihi: 5 Ağustos 2026 · Yalnız kamuya açık kaynaklar Kapsam Bu paket, NATO ve ABD Deniz Kuvvetlerinin kamuya açık resmî metinlerinden hazırlanmıştır. ADVENT'e özgü olmayan genel veri, birlikte çalışabilirlik, komuta-kontrol ve sorumlu yapay zekâ ilkelerini açıklar. ADVENT ile doğrudan bir entegrasyon veya kurumsal ilişki, kaynak açıkça belirtmedikçe çıkarılamaz. Veri-merkezli birlikte çalışabilirlik NATO'nun 5 Mayıs 2025 tarihli Alliance Data Strategy metni; kaliteli ve küratörlü veriyi çok alanlı harekât, birlikte çalışabilirlik, durumsal farkındalık ve veriye dayalı karar verme için temel stratejik varlık olarak ele alır."
deniz_c2_veri_ai_yonetisim_arastirma.pdf:p1:c2,deniz_c2_veri_ai_yonetisim_arastirma.pdf,1,open_source,679,103,True,True,"veriyi çok alanlı harekât, birlikte çalışabilirlik, durumsal farkındalık ve veriye dayalı karar verme için temel stratejik varlık olarak ele alır. Alliance Data Sharing Ecosystem, NATO Digital Backbone, kontrollü veri paylaşım alanları, federe veri meshleri, veri katalogları ve standart meta veri bu yaklaşımın bileşenleridir. Verinin bulunabilirliği, erişilebilirliği, kalitesi ve yeni teknolojilere uyumu veri-merkezli referans mimarisinin temel hedefleridir. Standart meta veri, insanlar ve makineler tarafından aranabilirliği destekler. Semantik birlikte çalışabilirlik ve makinece okunabilir biçimler, farklı sistemlerin aynı veriyi anlamlandırabilmesi açısından önemlidir."
deniz_c2_veri_ai_yonetisim_arastirma.pdf:p1:c3,deniz_c2_veri_ai_yonetisim_arastirma.pdf,1,open_source,874,136,True,True,"destekler. Semantik birlikte çalışabilirlik ve makinece okunabilir biçimler, farklı sistemlerin aynı veriyi anlamlandırabilmesi açısından önemlidir. Deniz komuta-kontrolünde ortak resim ve karar desteği ABD Deniz Kuvvetlerinin kamuya açık GCCS-M tanımında sistem; gemi, denizaltı ve karadaki deniz harekât merkezlerinde kullanıcılar için gerçeğe yakın zamanlı taktik/operasyonel durumsal farkındalık, ortak operasyon ve taktik resim ile Müttefik/koalisyon ortakları arasında veri paylaşımını destekleyen bir deniz komuta-kontrol sistemi olarak açıklanır. Kamuya açık Undersea Warfare Decision Support System tanımında ağ üzerindeki denizaltı savunma harbi kuvvetlerinin işbirlikçi planlama ve görev icrası; çevresel analiz, arama planlama, kuvvet yönetimi, ortak taktik resim, sensör iz ve ölçümleri, otomatik ve manuel platformlar arası iz füzyonu gibi işlevler belirtilir."
deniz_c2_veri_ai_yonetisim_arastirma.pdf:p1:c4,deniz_c2_veri_ai_yonetisim_arastirma.pdf,1,open_source,805,130,True,True,"planlama, kuvvet yönetimi, ortak taktik resim, sensör iz ve ölçümleri, otomatik ve manuel platformlar arası iz füzyonu gibi işlevler belirtilir. Bunlar belirli bir ürünün gizli ayrıntıları değil, resmî açık kaynak C2 işlev örnekleridir. NATO sorumlu yapay zekâ ilkeleri NATO'nun 10 Temmuz 2024 tarihli güncellenmiş AI stratejisi savunmada AI için altı sorumlu kullanım ilkesini sıralar: hukuka uygunluk; sorumluluk ve hesap verebilirlik; açıklanabilirlik ve izlenebilirlik; güvenilirlik; yönetilebilirlik; önyargı azaltma. Stratejiye göre güvenli ve güvenilir AI için kaliteli, AI-hazır veri ön koşuldur. Test, değerlendirme, doğrulama ve geçerleme (TEV&V); risk yönetimi, insan-makine takımındaki sorumluluk ve sistemler arası birlikte çalışabilirlik AI kabiliyetlerinin benimsenmesinde temel konulardır."
deniz_c2_veri_ai_yonetisim_arastirma.pdf:p2:c1,deniz_c2_veri_ai_yonetisim_arastirma.pdf,2,open_source,764,122,True,True,"Kamuya açık ön çalışma · Şirket içi/tasnifli veri içermez Sayfa 2 Bu RAG prototipine yansıyan ilkeler • Kaynak izi: Her cevap belge ve sayfaya bağlanır. • Kapalı bilgi alanı: Çalışma anında web taraması yapılmaz. • Veri minimizasyonu: Yalnız kamuya açık ve küratörlü belgeler indekslenir. • Güvenli ret: Kaynakta bulunmayan iddia üretilmez. • İnsan denetimi: Yanıt araştırma yardımcısı çıktısıdır, operasyonel karar değildir. • Tekrarlanabilirlik: PDF paketi, manifest ve indeks sürümlenir. Kaynaklar 1. NATO, “Data Strategy for the Alliance”, 5 Mayıs 2025. https://www.nato.int/en/about-us/official-texts-a nd-resources/official-texts/2025/05/05/data-strategy-for-the-alliance 2. NATO, “Summary of NATO's Revised Artificial Intelligence Strategy”, 10 Temmuz 2024."
deniz_c2_veri_ai_yonetisim_arastirma.pdf:p2:c2,deniz_c2_veri_ai_yonetisim_arastirma.pdf,2,open_source,694,60,True,False,"ources/official-texts/2025/05/05/data-strategy-for-the-alliance 2. NATO, “Summary of NATO's Revised Artificial Intelligence Strategy”, 10 Temmuz 2024. https://www.nato.int/en/about-us/official-texts -and-resources/official-texts/2024/07/10/summary-of-natos-revised-artificial-intelligence-ai-strategy 3. U.S. Navy PEO C4I, “PMW 150 Command and Control Systems Program Office”, Ocak 2026. https://www.peoc4i.navy.mil/Portals/98/2026_PMW%20150_Tear%20Sheet_FINAL_JAN2026.pdf 4. U.S. Navy, “AN/UYQ-100 Undersea Warfare Decision Support System”, 20 Eylül 2021. https://www.nav y.mil/Resources/Fact-Files/Display-FactFiles/Article/2166791/anuyq-100-undersea-warfare-decision-su pport-system-usw-dss/"
genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p1:c1,genel_cms_muhendislik_guvenilir_ai_arastirma.pdf,1,open_source,842,148,True,True,"Kamuya açık ön çalışma · Şirket içi/tasnifli veri içermez Sayfa 1 Deniz CMS Mühendisliği ve Güvenilir AI Açık Kaynak Özeti Kürasyon tarihi: 5 Ağustos 2026 · Yalnız kamuya açık kaynaklar Kapsam ve ürünlerden bağımsızlık Bu bilgi paketi, ABD Deniz Kuvvetleri, NAVSEA ve NIST tarafından yayımlanmış kamuya açık resmî kaynaklardan hazırlanmıştır. Deniz savaş yönetim sistemlerine ilişkin genel mühendislik kavramlarını açıklar; ADVENT'e veya başka bir ürüne kaynakta bulunmayan özellik atfetmez. Şirket içi, tasnifli, operasyonel ya da kişisel veri içermez ve operasyonel talimat niteliği taşımaz. Bütünleşik savaş sistemi ve karar desteği ABD Deniz Kuvvetlerinin AEGIS kamu tanımında savaş sistemi; merkezî, otomatik bir komuta-kontrol ve silah kontrol sistemi olarak açıklanır. Bilgisayar tabanlı komuta ve karar bileşeni sistemin çekirdeğidir."
genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p1:c2,genel_cms_muhendislik_guvenilir_ai_arastirma.pdf,1,open_source,675,113,True,True,"merkezî, otomatik bir komuta-kontrol ve silah kontrol sistemi olarak açıklanır. Bilgisayar tabanlı komuta ve karar bileşeni sistemin çekirdeğidir. Çok işlevli sensörler arama, izleme ve güdüm görevlerini birlikte destekler; savaş sistemi hava, suüstü ve denizaltı harbi gibi birden fazla görev alanındaki unsurları bütünleştirir. Bu örnekten çıkarılabilecek genel CMS ilkesi, sensör verisinin karar desteği ve uygun görev kaynaklarıyla aynı bilgi zincirinde yönetilmesidir. Bu ifade belirli bir angajman yöntemi veya ürün performansı iddiası değildir. Amaç operatöre tutarlı bir durum resmi ve izlenebilir karar desteği sağlamaktır; yetkili insanın karar sorumluluğu korunur."
genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p1:c3,genel_cms_muhendislik_guvenilir_ai_arastirma.pdf,1,open_source,778,126,True,True,"iddiası değildir. Amaç operatöre tutarlı bir durum resmi ve izlenebilir karar desteği sağlamaktır; yetkili insanın karar sorumluluğu korunur. Ortak operasyon resmi ve veri füzyonu ABD Deniz Kuvvetlerinin GCCS-M kamu açıklamasına göre deniz komuta-kontrol sistemi; dost, hasım ve tarafsız kara, deniz ve hava unsurlarının konum ve nitelik bilgisini birleştirir, ilişkilendirir, süzer, sürdürür ve görüntüler. Haritalar, seyir haritaları, topoğrafik ve oşinografik katmanlar, meteoroloji, görüntü ve farklı istihbarat kaynakları ortak operasyon resminde bir araya getirilebilir. Ortak resim, aynı verinin herkes tarafından kontrolsüz biçimde görülmesi anlamına gelmez. Kullanıcı rolü, görev kapsamı, veri kaynağı, zaman damgası, güven seviyesi ve paylaşım politikası korunmalıdır."
genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p1:c4,genel_cms_muhendislik_guvenilir_ai_arastirma.pdf,1,open_source,857,133,True,True,"biçimde görülmesi anlamına gelmez. Kullanıcı rolü, görev kapsamı, veri kaynağı, zaman damgası, güven seviyesi ve paylaşım politikası korunmalıdır. Bir CMS açısından veri füzyonu yalnız görselleştirme değil; gözlemlerin ilişkilendirilmesi, mükerrer kayıtların azaltılması, kimlik ve niteliklerin güncellenmesi ve kaynağın izlenebilmesidir. Dağıtık sensör ağı ve birlikte çalışabilirlik ABD Deniz Kuvvetleri Cooperative Engagement Capability tanımında coğrafi olarak dağıtılmış sensörlerin ağ üzerinden birleştirilerek tek bir bütünleşik hava resmi üretmesi anlatılır. Sistem, radar ve dost-düşman tanıma sensörü verisini yetkili birimler arasında paylaşır. Sensör ağı işleme bileşeni ile gerçek zamanlı veri dağıtım bileşeni iki temel işlev grubu olarak belirtilir. Genel CMS mühendisliğinde birlikte çalışabilirlik; yalnız fiziksel bağlantı kurmak değildir."
genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p1:c5,genel_cms_muhendislik_guvenilir_ai_arastirma.pdf,1,open_source,359,57,True,False,"bileşeni iki temel işlev grubu olarak belirtilir. Genel CMS mühendisliğinde birlikte çalışabilirlik; yalnız fiziksel bağlantı kurmak değildir. Veri modeli, ileti biçimi, zamanlama, kimlik, koordinat referansı, güvenlik etiketi ve anlamın iki sistemde tutarlı yorumlanması gerekir. Taktik veri bağları ve standart arayüzler, farklı platformların ortak durumsal"
genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p2:c1,genel_cms_muhendislik_guvenilir_ai_arastirma.pdf,2,open_source,790,126,True,True,"Kamuya açık ön çalışma · Şirket içi/tasnifli veri içermez Sayfa 2 farkındalık ve koordineli görev icrası için veri alışverişini destekler. Açık ve modüler mimari ile yaşam döngüsü NAVSEA PEO IWS kamu açıklamasında açık mimari girişimi; radar, sonar, silah, elektronik harp, denizaltı harbi ve komuta-kontrol bileşenlerinin gemi, müşterek ve müttefik sistemlerle uyumlu çalışmasını destekleyen bir yaklaşım olarak sunulur. Kamuya açık savaş sistemi mühendisliği yayınlarında iyi tanımlanmış ve kararlı arayüzlerin, iç bileşenlerin birbirinden daha bağımsız geliştirilmesine yardımcı olduğu belirtilir. Modülerlik, her parçanın sınırsız biçimde değiştirilebilmesi demek değildir. Arayüz sözleşmeleri, sürüm uyumluluğu, emniyet, siber güvenlik ve yeniden sertifikasyon etkileri yönetilmelidir."
genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p2:c2,genel_cms_muhendislik_guvenilir_ai_arastirma.pdf,2,open_source,896,134,True,True,"değiştirilebilmesi demek değildir. Arayüz sözleşmeleri, sürüm uyumluluğu, emniyet, siber güvenlik ve yeniden sertifikasyon etkileri yönetilmelidir. Yaşam döngüsü; gereksinim, tasarım, entegrasyon, doğrulama, geçerleme, konuşlandırma, bakım, modernizasyon ve kullanım dışı bırakma aşamalarını kapsayan sürekli bir mühendislik faaliyetidir. Test, değerlendirme ve insanlı ekip NAVSEA Surface Combat Systems Center kamu tanımında sistemler arası, platformlar arası ve müşterek ortam birlikte çalışabilirlik testleri; canlı ve benzetimli operasyonlar, eğitim, geliştirme, sertifikasyon ve donanım-döngüde testler birlikte ele alınır. Yüksek doğruluklu test ortamı, gerçek sisteme geçmeden önce arayüz, veri akışı ve insan-makine etkileşimi sorunlarının gözlenmesini destekler. Bir RAG veya AI bileşeni CMS araştırmasına eklendiğinde değerlendirme yalnız cevap akıcı mı sorusuyla sınırlı kalmamalıdır."
genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p2:c3,genel_cms_muhendislik_guvenilir_ai_arastirma.pdf,2,open_source,703,117,True,True,"gözlenmesini destekler. Bir RAG veya AI bileşeni CMS araştırmasına eklendiğinde değerlendirme yalnız cevap akıcı mı sorusuyla sınırlı kalmamalıdır. Doğru kanıtın bulunması, yanlış olumlu ve yanlış olumsuz kararlar, kaynak sadakati, gecikme, tekrar üretilebilirlik, güvenli ret ve insan denetimine uygunluk ayrı ölçülmelidir. Sıfır güven ve güvenilir yapay zekâ NIST SP 800-207, sıfır güven yaklaşımında kullanıcı veya varlıklara yalnız ağ konumu ya da sahiplik nedeniyle örtük güven verilmemesini; kimlik doğrulama ve yetkilendirmenin kurumsal kaynağa erişimden önce ayrı işlevler olarak uygulanmasını tanımlar. Koruma odağı yalnız ağ segmentleri değil, varlıklar, hizmetler, iş akışları ve hesaplardır."
genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p2:c4,genel_cms_muhendislik_guvenilir_ai_arastirma.pdf,2,open_source,866,124,True,True,"önce ayrı işlevler olarak uygulanmasını tanımlar. Koruma odağı yalnız ağ segmentleri değil, varlıklar, hizmetler, iş akışları ve hesaplardır. NIST AI RMF; geçerli ve güvenilir, emniyetli, güvenli ve dayanıklı, hesap verebilir ve şeffaf, açıklanabilir ve yorumlanabilir, mahremiyeti güçlendirilmiş ve zararlı önyargıları yönetilmiş AI özelliklerini ele alır. Govern, Map, Measure ve Manage işlevleri risk yönetimini yaşam döngüsüne yayar. Yüksek etkili kullanımda insan rolleri, sorumlulukları, müdahale noktaları ve sistem sınırları açıkça tanımlanmalıdır. Kaynaklar 1. U.S. Navy, “AEGIS Weapon System”, 20 Eylül 2021. https://www.navy.mil/Resources/Fact-Files/Displ ay-FactFiles/Article/2166739/aegis/aegis-weapon-system/ 2. U.S. Department of the Navy, “Global Command and Control System–Maritime”. https://www.secnav.navy.mil/rda/Pages/Programs/GCCSM.aspx 3. U.S."
genel_cms_muhendislik_guvenilir_ai_arastirma.pdf:p2:c5,genel_cms_muhendislik_guvenilir_ai_arastirma.pdf,2,open_source,788,78,True,False,"2. U.S. Department of the Navy, “Global Command and Control System–Maritime”. https://www.secnav.navy.mil/rda/Pages/Programs/GCCSM.aspx 3. U.S. Navy, “Cooperative Engagement Capability”, 14 Ekim 2021. https://www.navy.mil/DesktopModules/ArticleCS/Print.aspx?Arti cle=2166802&ModuleId=724&PortalId=1 4. NAVSEA, “PEO IWS Industry Engagement”. https://www.navsea.navy.mil/Home/PEO-IWS/PEO-IWS-Industry-Engagement/ 5. NAVSEA Surface Combat Systems Center, “About Us”. https://www.navsea.navy.mil/Home/SCSC/About-Us/ 6. NIST, “SP 800-207: Zero Trust Architecture”, Ağustos 2020. https://csrc.nist.gov/pubs/sp/800/207/final 7. NIST, “Artificial Intelligence Risk Management Framework 1.0”, Ocak 2023. https://www.nist.gov/publications/artificial-intelligence-risk-management-framework-ai-rmf-10"
